name,popularity,duration_ms,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,valence_tags,arousal_tags,dominance_tags,genre,artists_processed,name_processed,lyrics,BERT_features
neighborhood #3 (power out),52,312907,arcade fire,0.522,0.954,5,-5.018,1,0.0585,0.000543,0.0177,0.0975,0.642,119.87,6.512040816326532,5.233469387755102,5.454285714285714,indie rock,arcade fire,neighborhood #3 (power out),woke power really something shout ice covered parents hands dreams plans went night went find light kids swingin power lines nobody's home nobody minds woke darkest night neighbors shoutin found light found light shadows jumpin walls big small went night went pick fight anyone light candle kids jesus christ keep hid ice covered parents hands dreams plans growin strange storm nobody's cold nobody's warm went night went find light kids dyin snow look go look go power's heart man take heart put hand what's plan dream lie think i'll let decide light candle kids jesus christ keep hid cause nothin's hid us kids ain't foolin nobody lights power's heart man take heart put hand there's something wrong heart man take heart put hand where'd go,"[[-0.08518124  0.19383614  0.1609661  ... -0.19763616  0.01646054
   0.2691983 ]
 [ 0.23518102  0.225665    1.2727885  ...  0.05474117  0.52809715
  -0.6492291 ]
 [ 0.4455876  -0.3951608   1.5169971  ... -0.16877246  0.1957982
  -0.5020649 ]
 ...
 [ 0.38867468  0.1281084   0.24089931 ... -0.21795821 -0.4997304
  -0.14869753]
 [ 0.5341883  -0.02077407  0.39641955 ... -0.12534769 -0.42305484
  -0.28449482]
 [-0.20644102 -0.7024504  -0.26086047 ...  0.1397232  -0.13079181
  -0.27476284]]"
no cars go,58,343627,arcade fire,0.324,0.772,1,-6.95,1,0.0371,0.000609,0.173,0.12,0.291,135.737,7.079411764705883,5.079607843137255,5.846862745098039,indie,arcade fire,no cars go,know place planes go know place ships go hey cars go hey cars go know know place space ships go know place subs go hey cars go hey cars go know hey hey cars go hey us kids know hey cars go know click light start dream click light start dream click light start dream click light start dream want pushing want shoving we're gonna orderly manner women children women children women children let's go old folks let's go babies needing cribs let's go,"[[ 0.19766979  0.2849653   0.5339755  ... -0.2631704   0.1690254
   0.15991   ]
 [ 0.7337541  -0.23166366  0.83091277 ... -0.2872377   0.7028541
   0.35076192]
 [-0.8194543   0.40774     0.9046934  ...  0.19807594  0.17339304
  -0.25457355]
 ...
 [-0.12434811  0.17643782 -0.06117193 ...  0.00578928  0.06306919
   0.16565974]
 [ 0.3375785   0.05523181  0.5096945  ... -0.12877212 -0.03090852
   0.03055348]
 [ 0.33055887 -0.02911523  0.6323254  ... -0.07699352  0.05239567
  -0.03592554]]"
intervention,48,259000,arcade fire,0.365,0.698,0,-6.643,1,0.037,0.0349,7.85e-05,0.215,0.233,121.403,5.825208333333333,4.986354166666666,5.315729166666666,indie,arcade fire,intervention,king's taken back throne useless seed sown say they're cutting phone tell em home place hide find there's soldier side still soldier mind nothing's line say money need we're mouths feed know matter say debts never pay working church family dies take give keep inside every spark friendship love die without home hear soldier groan we'll got alone taste fear lift take want fight want die want hear cry who's gonna throw first stone oh who's gonna set bone walking hand sling wanna hear soldier sing working church family dies little baby sister's gonna lose mind every spark friendship love die without home hear soldier groan we'll got alone taste fear gonna lift take bone shot never heals cannot make yield can't find they're gonna get money back somehow finally disappear we'll say never working church life falls apart they're singing hallelujah defeating heart every spark friendship love die without home hear soldier groan we'll got alone hear soldier groan we'll got alone,"[[-0.32121655  0.3027054  -0.06372957 ... -0.01347755  0.13562158
  -0.04968177]
 [-0.36503428 -0.7667921   0.48232934 ... -0.01001697  0.03399533
  -0.80637944]
 [-0.27725685 -0.48875064  0.759021   ...  0.26731735  0.68635255
  -0.79634196]
 ...
 [ 0.20217502  0.36083987  0.6093221  ...  0.26264164 -0.17090964
  -0.23572727]
 [-0.27402925 -0.25611797  0.34288117 ...  0.26328963 -0.15077507
  -0.02841565]
 [ 0.46599513 -0.35323927  1.060399   ... -0.36546305  0.24412484
  -0.14379162]]"
my body is a cage,61,287240,arcade fire,0.296,0.502,0,-8.653,0,0.0336,0.315,0.0551,0.229,0.313,81.045,5.205289855072464,4.533115942028987,4.737608695652176,indie,arcade fire,my body is a cage,body cage keeps dancing one love mind holds key body cage keeps dancing one love mind holds key i'm standing stage fear self-doubt hollow play they'll clap anyway body cage keeps dancing one love mind holds key standing next mind holds key i'm living age calls darkness light though language dead still shapes fill head i'm living age whose name know though fear keeps moving still heart beats slow body cage keeps dancing one love mind holds key standing next mind holds key body body cage take we're given forgotten mean forgiven i'm living age screams name night get doorway there's one sight i'm living age laughs i'm dancing one love mind holds key standing next mind holds key set spirit free set spirit free set body free set body free set spirit free set body free,"[[-0.29800552  0.25756443  0.29791734 ... -0.24513155 -0.02248268
   0.26055676]
 [ 0.5968586   0.10489374  0.3986214  ...  0.46217135  0.9802543
   0.3270912 ]
 [ 1.1507556  -0.3303017   0.10441892 ... -0.49742058  0.1239742
   0.39129972]
 ...
 [ 0.00245644 -0.05549716  0.667987   ... -0.06843464 -0.11420555
  -0.5295768 ]
 [ 0.07427769 -0.21476191  0.49356285 ... -0.10641354 -0.17655689
  -0.34052143]
 [ 0.13951072  0.10280598  0.7784313  ... -0.16946337 -0.16557874
  -0.31999287]]"
wake up,66,335333,arcade fire,0.252,0.8,0,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,6.103913043478263,4.768152173913043,5.381847826086957,indie rock,arcade fire,wake up,somethin filled heart nothin someone told cry i'm older heart's colder see lie children wake hold mistake turn summer dust children grow bodies get bigger hearts get torn we're million little god's causin rain storms turnin every good thing rust guess we'll adjust lightnin bolts glowin see goin reaper reaches touches hand lightnin bolts glowin see goin lightnin bolts glowin see go-goin better look,"[[-0.16575375  0.44401374  0.19382836 ... -0.19594751  0.27812478
   0.22627318]
 [ 0.07292158  0.14307515  0.77152944 ... -0.15006472  0.19024108
   0.5191007 ]
 [ 0.09909501  0.50729716  1.3311636  ... -0.05112673  0.286681
  -0.18925923]
 ...
 [ 0.27090886  0.07101624  0.6221923  ... -0.17912263 -0.17867081
  -0.45328757]
 [ 0.27271637  0.0455027   0.6422877  ... -0.20219924 -0.17890193
  -0.4359039 ]
 [ 0.06966881 -0.03620251  0.60458505 ... -0.22856183 -0.23905636
  -0.32133883]]"
everything now,65,303013,arcade fire,0.548,0.865,0,-5.325,1,0.0302,0.00171,0.000449,0.457,0.61,116.046,7.19,4.8,5.320000000000001,disco,arcade fire,everything now,every inch sky's got star every inch skin's got scar guess got everything every inch space head filled things read guess got everything every film ever seen fills spaces dreams reminds everything everything every inch road's got sign every boy uses line pledge allegiance everything every song i've ever heard playing time absurd reminds we've got everything turn speakers till break cause every time smile fake stop pretending got everything need everything want everything can't live without everything can't live without everything everything everything every ancient road's got town daddy come never around miss like everything mama leave food stove leave car middle road happy family everything turn speakers till break cause every time smile fake stop pretending got everything need everything want everything can't live without everything can't live without everything everything til every room house filled shit live without everything need everything can't live without everything everything everything la la la la la la la la la la la la la la stop pretending got everything need everything want everything can't live without everything can't live without everything can't live everything every room house filled shit live without everything need everything can't live without everything can't live everything every inch space heart filled something i'll never start ashes everything black can't make back everything,"[[ 0.02359455  0.146754    0.02300024 ... -0.16642591 -0.06387623
  -0.12843448]
 [ 0.18014944 -0.0154611   0.61268383 ...  0.9334453   0.55733436
   0.2608297 ]
 [-0.01062051  0.11295943  0.40913907 ...  0.5383641  -0.41164845
  -0.2984136 ]
 ...
 [ 0.533032   -0.25564575  0.3790169  ...  0.16822284 -0.11838729
  -0.26766086]
 [ 0.46280026 -0.10826099  0.9977522  ... -0.01342801 -0.1048226
  -0.24449131]
 [ 0.08045281 -0.37442133  0.92578    ... -0.24262525 -0.17614017
  -0.2524235 ]]"
rebellion (lies),65,310893,arcade fire,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,7.59,5.4008,5.9708000000000006,indie rock,arcade fire,rebellion (lies),sleeping giving matter time sleeping giving lift heavy eyelids people say die faster without water know lie scare son scare daughter people say dreams things save ya come baby dreams live misbehavior every time close eyes lies lies people try hide night underneath covers people try hide light underneath covers come hide lovers underneath covers come hide lovers underneath covers hidin brothers underneath covers come hide lovers underneath covers people say die faster without water know lie scare son scare daughter here's sun alright here's moon alright here's sun alright here's moon alright every time close eyes lies,"[[-0.1317176   0.21102542  0.14449947 ...  0.03935171  0.077948
   0.12448283]
 [ 0.8913304   0.55718786  0.00863313 ...  0.02525513  0.37283894
   0.07320558]
 [-0.12329945  0.03401754  0.85131294 ...  0.48051816 -0.27538517
  -0.22455974]
 ...
 [ 0.19287546  0.14311959  0.53619957 ...  0.01530301  0.36306882
  -0.1893764 ]
 [ 0.74574596  0.20390122  0.65963966 ...  0.04171456 -0.06732976
  -0.26045096]
 [ 0.06943419 -0.05031582  0.51003045 ...  0.10580538 -0.11305887
  -0.21355933]]"
bittersweet,44,266040,apocalyptica,0.255,0.425,7,-8.653,0,0.0297,0.0254,0.000312,0.14,0.0789,111.129,3.7775925925925926,3.2659259259259263,3.668888888888889,symphonic metal,apocalyptica,bittersweet,i'm giving ghost love shadow cast devotion one adore queen silent suffocation break bittersweet spell lost arms destiny bittersweet give i'm possessed i'm bearing cross turned curse break bittersweet spell lost arms destiny bittersweet want wanted need needed oh break bittersweet spell lost arms destiny break bittersweet spell lost arms destiny bittersweet,"[[-0.5088806  -0.04314783  0.00886364 ... -0.21987952 -0.11734654
   0.05736577]
 [ 0.03332389  0.10620723  0.42746288 ...  0.12012835  0.01857445
  -0.5422344 ]
 [ 0.7630862   0.08589233 -0.09232964 ... -0.12094009 -0.5580113
  -0.1826029 ]
 ...
 [ 0.23328957  0.4100313   0.8028944  ... -0.4375356  -0.16248128
  -0.21353611]
 [ 0.14732775 -0.11823209  0.8062241  ... -0.1169591  -0.31777227
  -0.31417322]
 [ 0.17553855  0.18643308  0.79825664 ... -0.31456408 -0.19724168
  -0.29838204]]"
"spring, summer, winter and fall",35,294467,aphrodite's child,0.177,0.497,9,-10.892,1,0.0386,0.26,0.0253,0.11,0.371,66.821,2.585,3.295,2.385,progressive rock,aphrodite's child,"spring, summer, winter and fall",spring summer winter fall keep world time spinning around like ball never unwind spring summer winter fall everything know love love gone last thing passing like summer spring takes wakes like seasons i'll change rearrange somehow spring summer winter fall keep world time spinning around like ball never unwind last thing passing like summer spring takes wakes like seasons i'll change rearrange somehow spring summer winter fall keep world time spinning around like ball never never unwind spring summer winter fall everything know love love gone,"[[-0.14009006 -0.43765754  0.19724537 ... -0.43686324 -0.00225251
   0.43402898]
 [-0.41655263  0.51950306  1.0844543  ... -0.75737935 -0.03518881
  -0.22967395]
 [-0.14080253  0.40732634  0.9450376  ... -0.6291744  -0.5884788
  -0.16078326]
 ...
 [ 0.1805286  -0.18181327  0.6431431  ... -0.28438884 -0.11132877
  -0.01129209]
 [ 0.24187976 -0.18301737  0.6441219  ... -0.23765929 -0.06464022
   0.04396515]
 [ 0.33120474 -0.12656327  0.65521276 ... -0.29670414 -0.2818881
  -0.15159456]]"
the point of it all,55,230240,anthony hamilton,0.672,0.457,7,-6.716,1,0.0781,0.731,2.02e-06,0.118,0.403,117.836,6.956231884057972,5.017971014492754,6.040289855072463,soul,anthony hamilton,the point of it all,can't stay away long even i'll always call checkin make sure ok one brighten day yeah yeah point love yeah know love baby days seem long whenever we're apart like someone thrown away heart major part life matter storm may bring i'm fine point love reason love love girl oh love oh love oh love girl oh love girl yeah can't stay can't stay away long can't stay away baby can't stay away long wanna without need can't stay away long stay around awhile can't stay away long point point point point oh oh reason point love yeah love love love love love whenever we're apart damn near starves heart ever want apart,"[[-0.31668925  0.07202919  0.32797652 ... -0.28813523 -0.1514917
  -0.33623224]
 [ 0.89165556  0.32943672  1.5776174  ... -0.14484476  0.48421633
   0.32879102]
 [ 0.51919746  0.15274088  0.02053646 ... -0.28683978 -0.56349105
  -0.28769842]
 ...
 [ 0.249356   -0.08352223  1.1120828  ... -0.34556407 -0.49127203
  -0.40110844]
 [ 0.31131533 -0.08755887  0.8169596  ... -0.34658805 -0.50873214
  -0.12598218]
 [ 0.49118707 -0.1788432   0.71355885 ... -0.17998411 -0.36904895
  -0.20798187]]"
for bitter or worse,39,252760,anouk,0.335,0.312,10,-10.523,0,0.0276,0.0802,0.0,0.156,0.346,84.696,2.7718309859154933,2.308732394366197,3.1791549295774653,rock,anouk,for bitter or worse,heard enough babe we're gonna let put arms around there's nothing left prove walk away little bit slower better hold tight ever learn let go break side keep wondering ever gonna let know wanted something else life say know nothing's going right troubles mind get lost inside soul go love's gone say nothing hard watched falling time walk alone know really need friend feeling like can't go walk back little bit faster take hand blow fears away break side bitter worse know better anyone else i'll side say gone get lost inside soul go love's gone say nothing becomes reality ends i'm lose mind love find way time please try kiss tears away know we've made mistakes could change single thing say gone get lost inside soul go love's gone say nothing say nothing say nothing,"[[-0.13165985  0.1070426   0.14354335 ... -0.12744607 -0.22600205
  -0.07815506]
 [ 0.13402733  0.07045855  0.3553427  ...  0.18820345 -1.244563
   0.17860986]
 [ 1.4890534  -0.2588372   0.5899363  ...  0.4366873  -0.19738364
   0.97835606]
 ...
 [-0.01092376 -0.04774     0.32376269 ... -0.15544634 -0.42867777
  -0.07127251]
 [ 0.0946114  -0.17131005  0.35169557 ... -0.0880678  -0.31649426
  -0.16041   ]
 [-0.01057915 -0.21258728  0.32835704 ... -0.14115049 -0.35783023
  -0.03173411]]"
sacrifice,44,238773,anouk,0.474,0.171,3,-13.414,1,0.0486,0.742,0.0,0.0721,0.227,135.927,5.854950495049506,4.018217821782178,5.631287128712871,rock,anouk,sacrifice,who's one makes happy who's one always makes laugh who's reason smiling dragged time rough one made happy one eased pain i'm reason crying tears scattered rain sacrifice sacrifice set free want deeper deep took trip baby shared wildest dreams dare express feelings never felt need suddenly needed freedom felt need break free started drowning sorrow want know key sacrifice sacrifice set free want sacrifice sacrifice want want,"[[-0.24257569 -0.46149245  0.30321106 ... -0.4996334  -0.10576122
   0.48222634]
 [-1.6361672  -0.5482775   0.0507656  ...  0.15455066  0.8953927
  -0.40153196]
 [ 0.6510181   0.13070798 -0.06368995 ... -0.07618132 -0.5733707
  -0.3248221 ]
 ...
 [ 0.27215168 -0.21001689  0.4404034  ... -0.19624293 -0.12319816
  -0.2392478 ]
 [ 0.25199783 -0.20462535  0.42872158 ... -0.19571681 -0.095052
  -0.26996034]
 [ 0.30958065 -0.20725752  0.4048205  ... -0.16372667 -0.04492128
  -0.24835101]]"
heartbeat,38,185000,annie,0.691,0.7,11,-6.695,0,0.0274,0.00457,0.181,0.245,0.618,128.005,7.495,4.952884615384617,6.338653846153845,pop,annie,heartbeat,time everybody around dancing went party friday night drink two oh heat feel love heart beat electricity majestic sound round round round got next feel heartbeat drumming beat like symphony feel heartbeat drumming beat like melody come see feel heartbeat drumming beat like symphony feel heartbeat drumming beat like melody come see time time everybody came around dancing know name making ashamed feel way lights went leave without place forget greatest times i've dancing feel heartbeat drumming beat like woman love feel heartbeat drumming beat like woman love high feel heartbeat drumming beat like symphony feel heartbeat drumming beat like melody come see feel heartbeat feel heartbeat feel heartbeat time everybody around dancing know name making ashamed feel way lights went leave without place forget greatest times i've dancing,"[[-0.08771606  0.10915718  0.34526363 ... -0.49316943  0.03067794
   0.03293045]
 [ 0.30981943  0.32799265  0.76228726 ...  0.12420055  0.48988327
  -0.59889144]
 [ 0.12743838  0.10521927  1.519342   ... -0.08513763  0.22144346
  -0.14200273]
 ...
 [ 0.04112167  0.05686692  0.41693184 ... -0.39125875 -0.10327634
   0.13363081]
 [ 0.24631432 -0.12741333  0.42326865 ... -0.3079717  -0.09135238
  -0.16499041]
 [ 0.01061744 -0.02463842  0.43026572 ... -0.32328832 -0.16829038
  -0.12116348]]"
breathe (2 am),67,279827,anna nalick,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,6.068837209302327,3.339186046511628,6.0809302325581385,pop,anna nalick,breathe (2 am),calls cause i'm still awake help unravel latest mistake love winter season yeah walk doors accusing eyes like right criticize hypocrites reason cause can't jump track we're like cars cable life's like hourglass glued table one find rewind button girl cradle head hands breathe breathe oh breathe breathe may turned 21 base fort bliss day said flask fist ain't sober since maybe october last year town tell he's god beautiful boy smiles wanna hold maybe i'll sing cause can't jump track we're like cars cable life's like hourglass glued table one find rewind button boys cradle head hands breathe breathe oh breathe breathe there's light end tunnel shout cause far ever mistakes made make try turning around i'm still awake writing song get paper longer inside threatening life belongs feel like i'm naked front crowd cause words diary screaming loud know use however want can't jump track we're like cars cable life's like hourglass glued table one find rewind button sing understand breathe breathe oh breathe breathe oh breathe breathe oh breathe breathe,"[[-0.38313666 -0.04862752  0.17377594 ... -0.30440807 -0.03442612
  -0.01976054]
 [ 0.38372496 -0.25049508  1.6459067  ...  0.12662564  0.26429194
  -0.75462   ]
 [ 0.5358474   0.24030322  1.0887198  ...  0.79669476 -0.01603859
   0.9694724 ]
 ...
 [ 0.13888437  0.24618189  0.58185273 ... -0.10107615 -0.06294896
   0.12485712]
 [ 0.08701491  0.13244511  0.7501477  ... -0.16755782 -0.08065423
  -0.05021017]
 [ 0.07999939  0.22621402  0.76419747 ... -0.22529656 -0.06254835
   0.00997385]]"
you should know by now,52,209293,angela bofill,0.531,0.225,0,-16.408,1,0.0284,0.524,0.000375,0.124,0.177,94.567,6.382773109243697,3.5486554621848745,5.514117647058824,soul,angela bofill,you should know by now,ought know love look eye lovin way smile say wish would stay bring youth laugh cry truth love know felt like loved knowing certain touch sure time give bring best want hold till feel need somehow know could find words left lonely i'm one i'd show every move smooth silk say stay crossed mind known time honestly tell shown much love grown way tremble sight want learn love i'll vow know hmm think know,"[[-0.16466978 -0.156712    0.55429834 ... -0.35413527 -0.27965924
   0.22483191]
 [ 1.0160699  -0.50482243  1.5874671  ... -0.07349744  0.12829888
  -0.55246454]
 [ 0.5685197   0.0082116   1.2260069  ... -0.69789857 -0.10643516
   0.16967529]
 ...
 [ 0.3327469  -0.10854134  0.5747587  ...  0.05691531 -0.30017406
  -0.05480996]
 [ 0.22669691 -0.1420864   0.5453915  ...  0.03663874 -0.34314254
   0.02821728]
 [ 0.08745826 -0.14456038  0.5046635  ... -0.03698694 -0.40215835
   0.14002842]]"
she is beautiful,50,213840,andrew w.k.,0.44,0.961,2,-4.015,1,0.0625,0.000195,0.00033,0.0986,0.697,166.133,7.17153846153846,5.178461538461539,6.251794871794872,rock,andrew w.k.,she is beautiful,never knew girls existed like i'd really like get know girl's young need better coming back feel girl's young know better coming back feel chorus beautiful beautiful beautiful beautiful girl beautiful giving moves hit sides hitting like melt eyes girl's young need better coming back feel girl's young know better coming back feel though never know look face tell love know say everything got beautiful girl thing live whole wide world chorus beautiful beautiful beautiful beautiful girl beautiful ain't got nothing lose nothing lose going throw away talk looks good looks good true true girl beautiful beautiful ain't got nothing lose nothing lose living one time want looks good looks good true true girl beautiful beautiful beautiful beautiful na na na na na na na na beautiful beautiful na na na na na na na na girl beautiful beautiful beautiful na na na na na na na na beautiful beautiful na na na na na na na na ain't got nothing lose nothing lose going throw away talk looks good looks good true true girl beautiful beautiful ain't got nothing lose nothing lose i'll never forget saw looks good looks good true true girl beautiful beautiful,"[[-0.22522885 -0.19226067  0.2760329  ... -0.24042234 -0.31847197
   0.14353092]
 [-0.04066822  0.18323903  0.7290569  ... -0.39525864  0.1141347
  -0.3296396 ]
 [ 0.19009632  0.2829277   0.35422593 ... -0.6752003  -0.6226066
   0.08220457]
 ...
 [-0.11968277 -0.64831513  0.9582826  ... -0.00524105 -0.5986453
  -0.16559257]
 [-0.13928261 -0.82084125  0.5387196  ... -0.11328572 -0.19778852
  -0.45323133]
 [ 0.04235214 -0.5183311   0.59213305 ... -0.3219778  -0.20414253
  -0.4896569 ]]"
regret,31,478006,anathema,0.22,0.603,9,-7.543,0,0.0344,0.0463,0.337,0.0982,0.0628,91.146,2.965207373271888,2.821428571428572,3.2237788018433187,doom metal,anathema,regret,drift away far away feel alone crowded room thinking there's escape fear regret loneliness visions love hate collage behind eyes remnants dying laughter echoes silent cries wish know never knew flashback memories punish sometimes remember pain seen sometimes wonder might visions love hate collage behind eyes remnants dying laughter echoes silent cries sometimes despair i've become come terms i've done bittersweet taste fate can't outrun past destined find answer strength never lost know way future set tide turned still never learned live without regret,"[[-0.04846882  0.18258126  0.12189109 ... -0.15339933 -0.20096865
  -0.02930743]
 [ 0.36307433 -0.01629072  0.91799104 ...  0.01128142  0.00150743
  -0.07878093]
 [-0.727973   -0.15590453  0.72579056 ... -0.5575975  -0.38403448
   0.09497184]
 ...
 [ 0.06897711 -0.35302353  0.48365033 ...  0.08615489 -0.17062429
   0.1296065 ]
 [ 0.1881022  -0.3442243   0.5070392  ... -0.11060447 -0.21578574
   0.04290559]
 [ 0.20126921 -0.3560927   0.4985615  ... -0.12460074 -0.16932468
   0.00096409]]"
lost control,38,349855,anathema,0.644,0.503,9,-8.28,0,0.0374,0.318,0.0574,0.161,0.111,117.991,4.471645569620253,3.902405063291139,4.532911392405064,doom metal,anathema,lost control,life betrayed accept things never change i've let tiny minds magnify agony left chemical dependency sanity yes falling much longer till hit ground can't tell i'm breaking wonder prefer alone really lost control i'm coming en end i've realised could can't sleep take breath hide behind bravest mask admit i've lost control,"[[ 0.13691996  0.3654586   0.09351067 ... -0.33016387  0.02732124
   0.17446057]
 [ 0.8347323   0.6209278   0.4674816  ... -0.30513638 -0.11144307
  -0.10775539]
 [ 0.8708851   0.18810578  0.12552643 ... -0.14015543 -0.20759074
  -0.16283506]
 ...
 [ 0.15265705  0.03176853  0.18807666 ... -0.2667539  -0.24201341
   0.07929765]
 [ 0.41737252 -0.1485042   0.37693915 ... -0.17317921 -0.02794643
  -0.11373163]
 [ 0.3236184   0.0839742   0.13319863 ... -0.21181189 -0.15949835
  -0.02355747]]"
empty,30,180698,anathema,0.381,0.887,4,-6.584,0,0.0915,0.195,0.000453,0.191,0.182,114.677,4.484,3.895090909090909,4.287454545454546,doom metal,anathema,empty,empty vessel sun wipe dust face another morning black sunday coming empty vessel empty veins empty bottle wish rain pain wash blood face pulse brain feel pain i'm looking shoulder cause millions whisper i'm killing maybe i'm dying faster nothing ever last remember night past stabbed back coming back feel pain abhor condemn cause pain never end got away without scratch walking lucky path laugh better watch back there's pathetic opposition they're cause condition ill coming back i've solution sad situation nothing left kill i'm empty,"[[ 0.10319428  0.21748719  0.2790524  ... -0.19525853  0.1051585
   0.12889828]
 [ 0.5978391   0.17146955  0.9215686  ... -0.05700122  0.5253767
  -0.440785  ]
 [ 0.52165437 -0.1369512   0.5756058  ... -0.58789617  0.4577514
   0.78068334]
 ...
 [ 0.50086343  0.02995421  0.9369894  ... -0.4102796   0.0197698
  -0.14684919]
 [ 0.28214708 -0.01039849  0.25162184 ... -0.16404085 -0.26780295
   0.04240475]
 [ 0.29162547 -0.01501446  0.2109302  ... -0.1771916  -0.29295382
   0.07524289]]"
flying,39,490187,anathema,0.172,0.472,11,-9.545,0,0.0376,0.0136,0.0127,0.956,0.0676,97.317,4.984260869565217,3.931478260869565,4.791739130434782,progressive rock,anathema,flying,started search avail light shines behind veil trying find around us everywhere could ever share could see believe there's truth that's beyond life ever changing weaving destiny feels like i'm flying dream i'm dying find truth seems like trying bring back earth back earth layers dust yesterdays shadows fading haze say though said hands tied times changed find i'm free first time feel close everything strange life makes sense time,"[[-0.12566175 -0.36196405  0.42188913 ... -0.48271292 -0.17686577
   0.13459052]
 [ 0.30785155  0.05915086  0.21576947 ...  0.03465394  0.46758628
  -0.09603436]
 [ 0.14703158  0.23627408  1.270543   ... -0.20998815 -0.19759037
  -0.3764176 ]
 ...
 [ 0.08775567 -0.23310778  0.65777886 ... -0.25460312 -0.1049924
  -0.17771202]
 [ 0.0369313  -0.27750856  0.6901829  ... -0.2381848  -0.13098797
  -0.12776817]
 [ 0.03718085 -0.32620028  0.7199678  ... -0.27752876 -0.13554612
  -0.01242249]]"
one last goodbye,41,323240,anathema,0.266,0.452,11,-8.984,0,0.0346,0.00422,0.000558,0.0814,0.0929,113.103,2.4576442307692306,2.0824038461538463,2.456442307692308,doom metal,anathema,one last goodbye,needed bleed gone dreams see awake alone know want leave heart yearned stay strength always loved finally gave way somehow knew would leave way somehow knew could never stay early morning light silent peaceful night took heart away dreams see tell feel dreams hold feels real still feel pain still feel love still feel pain still feel love somehow knew would leave way somehow knew could never stay early morning light peaceful night took heart away wish could stayed,"[[-0.00463655 -0.54522526  0.5073135  ... -0.3408562  -0.28823647
  -0.09899984]
 [ 0.59604686  0.04731428  0.8783086  ... -0.14639777 -0.13728014
   0.0393651 ]
 [ 0.58911353  0.10760813  0.23629396 ...  0.22855575 -0.5650189
  -0.17136112]
 ...
 [ 0.22918403 -0.38054115  0.7505043  ... -0.24882485 -0.16512744
  -0.27081698]
 [ 0.22248913 -0.4236964   0.6839687  ... -0.22781733 -0.16918743
  -0.2547455 ]
 [ 0.15566812 -0.3716543   0.68179876 ... -0.2395931  -0.25237393
  -0.13597722]]"
fall from grace,27,260267,amanda marshall,0.589,0.643,5,-8.902,1,0.0277,0.0663,2.77e-05,0.0759,0.897,91.898,5.164705882352941,2.9447058823529413,4.19,rock,amanda marshall,fall from grace,lost inside angeltown lost like could found connections heart love glass broke apart gimme faith dreams someone hold gimme love cause i'm cold secrets angels door oh touch hand fall grace oh reach fall grace steeltown boulevard life's promise last resurrections past children come gone fast gimme faith love baby tonight gimme arms hold tight secrets angels door oh touch hand fall grace oh reach fall grace,"[[-0.60202444 -0.18751585  0.17202803 ... -0.28513148 -0.37511447
   0.10763899]
 [ 0.4548823   0.4379104   1.0050483  ... -0.16016     0.15900922
  -0.44212887]
 [-0.38932282 -0.3792659   1.1397991  ... -0.32797244  0.09882353
  -0.88612777]
 ...
 [-0.28107494 -0.1949837   0.580751   ...  0.00594615 -0.22360997
  -0.25099263]
 [-0.10737313 -0.07812721  0.64829934 ... -0.1698344  -0.15858996
  -0.19284679]
 [-0.41143298 -0.29127786  0.5369174  ... -0.30848038 -0.33098167
  -0.08093357]]"
weightless,68,198000,all time low,0.497,0.923,2,-4.512,1,0.138,0.00282,0.0,0.158,0.663,181.074,7.411379310344828,4.557931034482759,6.905862068965517,pop punk,all time low,weightless,manage i'm mess turn page i'm book half unread wanna laughed laughed wanna feel weightless enough well i'm stuck fucking rut waiting second-hand pick-me-up i'm getting older could find time would never let another day go i'm getting old maybe weekend gonna year i'm sick watching minutes pass go nowhere reaction everything fear cause i've going crazy wanna waste another minute make believe impress every word design turns head wanna feel reckless wanna live wanna feel weightless cause would enough could find time would never let another day go i'm getting old maybe weekend gonna year i'm sick watching minutes pass go nowhere reaction everything fear cause i've going crazy wanna waste another minute could i've waited i've waited i've waited could everything wanna dream anymore maybe weekend gonna year i've going crazy i'm stuck maybe weekend gonna year gonna year i'm sick watching minutes pass go nowhere go nowhere reaction everything fear everything fear cause i've going crazy want waste another minute,"[[-0.32940122  0.08892846 -0.07081395 ... -0.48246503  0.20452145
   0.01376661]
 [ 0.22855924  0.2939471  -0.01972207 ... -0.01451803  0.81950027
   0.36930573]
 [-0.5785726   0.21665251  0.74571586 ... -0.01208081  0.16145504
   0.62740505]
 ...
 [-0.0753803  -0.07798584  0.45227003 ... -0.20146126 -0.12274695
  -0.09268755]
 [ 0.02382493  0.01120623  0.45231986 ... -0.08260687 -0.1530871
  -0.0771199 ]
 [ 0.03485142  0.28788105  0.5600607  ... -0.0826053  -0.07366866
  -0.10829756]]"
